Ano;Tipo de Emenda;Autor da emenda;Número da emenda;Localidade do gasto (Regionalização);Função;Subfunção;Programa Orçamentário;Ação Orçamentária;Plano Orçamentário;Código da emenda;Valor empenhado;Valor liquidado;Valor pago;Valor Restos a Pagar Inscritos;Valor Restos a Pagar Cancelados;Valor Restos a Pagar Pagos
2020;Emenda Individual - Transferências com Finalidade Definida;JOSE NELTO;13;GOIÁS (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,0204E+11;122.255,24;122.255,24;122.255,24;0;0;0
2020;Emenda Individual - Transferências com Finalidade Definida;TALIRIA PETRONE;16;NITERÓI - RJ;Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS;2,02041E+11;122.755,97;0;0;245.511,94;0;0
2020;Emenda Individual - Transferências com Finalidade Definida;ANTONIO ANASTASIA;9;MINAS GERAIS (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,02038E+11;124.372,28;113.868,46;102.506,58;24.945,70;0;18.785,70
2020;Emenda Individual - Transferências com Finalidade Definida;RODRIGO DE CASTRO;2;MINAS GERAIS (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,02025E+11;125.000,00;61.075,26;58.425,22;72.980,69;466,76;59.702,11
2021;Emenda Individual - Transferências com Finalidade Definida;ARLINDO CHINAGLIA;8;TUPÃ - SP;Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02131E+11;129.986,00;106.615,72;102.605,72;55.640,56;0;26.500,28
2024;Emenda Individual - Transferências com Finalidade Definida;LEBRAO;6;RONDÔNIA (UF);Educação;Ensino profissional;5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02444E+11;130.000,00;0;0;130.000,00;0;130.000,00
2020;Emenda Individual - Transferências com Finalidade Definida;MARCELO CASTRO;14;FRONTEIRAS - PI;Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;0509 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA;APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS;2,02042E+11;130.426,58;0;0;260.853,16;0;0
2021;Emenda Individual - Transferências com Finalidade Definida;LIDICE DA MATA;12;BAHIA (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;219U - APOIO AO FUNCIONAMENTO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;APOIO AO FUNCIONAMENTO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS;2,02125E+11;132.000,00;0;0;264.000,00;0;132.000,00
2020;Emenda Individual - Transferências com Finalidade Definida;ALESSANDRO MOLON;14;RIO DE JANEIRO (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02028E+11;135.440,46;107.523,56;107.523,56;51.893,80;0;3.940,00
2020;Emenda Individual - Transferências com Finalidade Definida;PAULO GANIME;6;RIO DE JANEIRO (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02041E+11;135.774,20;104.462,20;104.462,20;31.312,00;0;31.312,00
2021;Emenda Individual - Transferências com Finalidade Definida;TIAGO MITRAUD;18;MADRE DE DEUS DE MINAS - MG;Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS;2,02141E+11;136.719,80;0;0;410.159,40;0;0
2020;Emenda Individual - Transferências com Finalidade Definida;GILSON MARQUES;12;TIMBÓ - SC;Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS;2,02091E+11;136.878,60;0;0;273.757,20;0;0
2020;Emenda Individual - Transferências com Finalidade Definida;JOAO CAMPOS;11;CATALÃO - GO;Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;0509 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA;APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS;2,0202E+11;137.469,38;0;0;274.938,76;0;0
2021;Emenda Individual - Transferências com Finalidade Definida;HUGO LEAL;7;RIO DE JANEIRO (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02124E+11;139.400,00;139.400,00;139.400,00;0;0;0
2021;Emenda Individual - Transferências com Finalidade Definida;LEO DE BRITO;3;ACRE (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02137E+11;139.581,42;1.345,00;0;279.162,84;0;139.581,42
2020;Emenda Individual - Transferências com Finalidade Definida;LUCIANO DUCCI;13;PARANÁ (UF);Educação;Assistência hospitalar e ambulatorial;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;4086 - FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS DE ENSINO;FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS - DESPESAS DIVERSAS;2,02037E+11;139.719,74;128.719,74;126.719,74;13.000,00;0;13.000,00
2020;Emenda Individual - Transferências com Finalidade Definida;LUIZIANNE LINS;24;CEARÁ (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,02037E+11;139.925,00;0;0;139.925,00;0;139.925,00
2023;Emenda Individual - Transferências com Finalidade Definida;NEY LEPREVOST;11;PARANÁ (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,0234E+11;140.000,00;0;0;0;0;140.000,00
2020;Emenda Individual - Transferências com Finalidade Definida;RONALDO CARLETTO;1;EUNÁPOLIS - BA;Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02038E+11;140.334,62;132.080,80;124.931,20;15.403,42;0;15.403,42
2020;Emenda Individual - Transferências com Finalidade Definida;TALIRIA PETRONE;9;RIO DE JANEIRO (UF);Educação;Assistência hospitalar e ambulatorial;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;4086 - FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS DE ENSINO;FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS - DESPESAS DIVERSAS;2,02041E+11;140.380,00;140.380,00;0;140.380,00;0;140.380,00
2024;Emenda Individual - Transferências com Finalidade Definida;ANA PAULA LIMA;16;MAFRA - SC;Educação;Educação básica;5111 - EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE;0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA;AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA - DESPESAS DIVERSAS;2,02443E+11;141.995,20;0;0;283.990,40;0;0
2023;Emenda Individual - Transferências com Finalidade Definida;CAMILO CAPIBERIBE;3;AMAPÁ (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02339E+11;144.310,38;0;0;0;0;144.310,38
2020;Emenda Individual - Transferências com Finalidade Definida;REINHOLD STEPHANES JUNIOR;2;PARANÁ (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02042E+11;145.000,00;94.886,49;86.739,06;58.260,94;58.260,94;0
2023;Emenda Individual - Transferências com Finalidade Definida;JORGE SOLLA;6;CEARÁ (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02337E+11;145.958,48;0;0;0;0;145.958,48
2020;Emenda Individual - Transferências com Finalidade Definida;LUIZ NISHIMORI;11;PAIÇANDU - PR;Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS;2,02029E+11;146.585,88;0;0;293.171,76;0;0
2020;Emenda Individual - Transferências com Finalidade Definida;PAULO GANIME;2;RIO DE JANEIRO (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02041E+11;146.930,00;0;0;151.900,00;0;141.960,00
2020;Emenda Individual - Transferências com Finalidade Definida;SILVIO COSTA FILHO;13;PERNAMBUCO (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,02041E+11;147.066,42;132.335,00;132.335,00;14.731,42;0;14.731,42
2022;Emenda Individual - Transferências com Finalidade Definida;SAMIA BOMFIM;25;TABOÃO DA SERRA - SP;Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS;2,02241E+11;147.170,57;0;0;294.341,14;0;0
2021;Emenda Individual - Transferências com Finalidade Definida;TED CONTI;4;VILA VALÉRIO - ES;Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS;2,02141E+11;147.871,15;0;0;443.613,45;0;0
2020;Emenda Individual - Transferências com Finalidade Definida;MARGARIDA SALOMAO;18;MINAS GERAIS (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,0203E+11;148.534,86;124.143,87;124.143,87;24.390,99;0;24.390,99
2022;Emenda Individual - Transferências com Finalidade Definida;AFONSO HAMM;3;RIO GRANDE DO SUL (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02221E+11;149.141,19;0;0;149.141,19;0;149.141,19
2022;Emenda Individual - Transferências com Finalidade Definida;HENRIQUE FONTANA;13;RIO GRANDE DO SUL (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02237E+11;149.251,00;142.001,00;5.500,00;145.001,00;0;142.501,00
2021;Emenda Individual - Transferências com Finalidade Definida;MARCIO BIOLCHI;2;RIO GRANDE DO SUL (UF);Educação;Assistência hospitalar e ambulatorial;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;4086 - FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS DE ENSINO;FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS - DESPESAS DIVERSAS;2,02137E+11;149.289,97;31.671,82;18.814,82;260.950,30;0;130.475,15
2022;Emenda Individual - Transferências com Finalidade Definida;LIDICE DA MATA;6;BAHIA (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;219V - APOIO AO FUNCIONAMENTO DAS INSTITUICOES FEDERAIS DE EDUCACAO SUPERIOR;APOIO AO FUNCIONAMENTO DAS INSTITUICOES FEDERAIS DE EDUCACAO SUPERIOR - DESPESAS DIVERSAS;2,02225E+11;149.426,84;37.320,00;37.320,00;112.106,84;24.189,00;87.917,84
2022;Emenda Individual - Transferências com Finalidade Definida;JUNINHO DO PNEU;18;RIO DE JANEIRO - RJ;Educação;Educação especial;6016 - EDUCACAO ESPECIAL;21CO - FUNCIONAMENTO DAS INSTITUICOES FEDERAIS DE EDUCACAO ESPECIAL;FUNCIONAMENTO DAS INSTITUICOES FEDERAIS DE EDUCACAO ESPECIAL;2,0224E+11;149.528,93;90.530,00;5.206,50;148.721,44;0;139.923,42
2020;Emenda Individual - Transferências com Finalidade Definida;DAMIAO FELICIANO;16;PARAÍBA (UF);Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;0509 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA;APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS;2,02035E+11;149.592,00;0;0;299.184,00;0;0
2024;Emenda Individual - Transferências com Finalidade Definida;EFRAIM FILHO;23;JOÃO PESSOA - PB;Educação;Ensino superior;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02443E+11;149.669,00;65.908,28;63.015,10;99.752,03;0;73.555,77
2022;Emenda Individual - Transferências com Finalidade Definida;RENILDO CALHEIROS;8;Nacional;Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02217E+11;149.762,99;76.286,00;0;149.762,99;0;149.762,99
2021;Emenda Individual - Transferências com Finalidade Definida;MARILIA ARRAES;9;PERNAMBUCO (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,0214E+11;149.765,56;133.154,56;73.474,99;152.581,14;0;76.290,57
2021;Emenda Individual - Transferências com Finalidade Definida;EDILAZIO JUNIOR;4;MARANHÃO (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS;2,0214E+11;149.806,69;0;0;318.948,50;0;130.471,57
2020;Emenda Individual - Transferências com Finalidade Definida;FRANCISCO JR.;7;GOIANÉSIA - GO;Educação;Educação básica;5011 - EDUCACAO BASICA DE QUALIDADE;20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA;APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS;2,0204E+11;149.810,79;0;0;299.621,58;0;0
2022;Emenda Individual - Transferências com Finalidade Definida;CELIO MOURA;7;TOCANTINS (UF);Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02239E+11;149.827,95;97.532,95;68.731,50;82.086,45;515;79.591,45
2020;Emenda Individual - Transferências com Finalidade Definida;VANDERLAN CARDOSO;14;JATAÍ - GO;Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02041E+11;149.848,36;111.957,36;102.459,85;48.940,51;4.774,00;41.062,51
2024;Emenda Individual - Transferências com Finalidade Definida;AFONSO HAMM;14;RIO GRANDE DO SUL (UF);Educação;Ensino profissional;5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA;20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02421E+11;149.883,39;39.753,35;39.028,98;139.552,85;0;82.155,97
2020;Emenda Individual - Transferências com Finalidade Definida;LUIZIANNE LINS;1;CEARÁ (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,02037E+11;149.895,51;146.921,15;146.921,15;2.974,72;0;2.974,00
2020;Emenda Individual - Transferências com Finalidade Definida;PAULO GUEDES;6;PORTEIRINHA - MG;Educação;Ensino profissional;5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA;20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA;2,02042E+11;149.898,40;122.505,60;122.505,60;27.392,80;9.743,86;17.648,94
2021;Emenda Individual - Transferências com Finalidade Definida;GLEISI HOFFMANN;5;PARANÁ (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,0214E+11;149.900,00;149.900,00;137.700,00;24.400,00;0;12.200,00
2024;Emenda Individual - Transferências com Finalidade Definida;RUY CARNEIRO;13;JOÃO PESSOA - PB;Educação;Ensino superior;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS;2,02427E+11;149.909,50;15.207,50;9.428,07;153.545,64;0;127.417,22
2021;Emenda Individual - Transferências com Finalidade Definida;SANDERSON;9;RIO GRANDE DO SUL (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02141E+11;149.909,90;0;0;299.819,80;11.130,00;138.779,90
2024;Emenda Individual - Transferências com Finalidade Definida;AFONSO HAMM;3;RIO GRANDE DO SUL (UF);Educação;Ensino superior;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,02421E+11;149.910,84;0;0;186.310,68;0;113.511,00
2024;Emenda Individual - Transferências com Finalidade Definida;POMPEO DE MATTOS;13;RIO GRANDE DO SUL (UF);Educação;Ensino superior;5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE;20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS;2,02437E+11;149.912,68;146.337,38;145.530,84;4.381,84;0;4.381,84
2023;Emenda Individual - Transferências com Finalidade Definida;SIDNEY LEITE;5;AMAZONAS (UF);Educação;Ensino superior;5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO;8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR;2,02341E+11;149.920,88;103.861,88;103.861,88;11.094,00;0;34.965,00
